registry	year	sex	age_range	population	total_population
15200100	1999	1	20-24	13916	180990
15200100	1999	1	25-29	13548	180990
15200100	1999	1	30-34	14179	180990
15200100	1999	1	35-39	14891	180990
15200100	1999	1	40-44	12149	180990
15200100	1999	1	45-49	9773	180990
15200100	1999	1	50-54	7951	180990
15200100	1999	1	55-59	6711	180990
15200100	1999	1	60-64	5335	180990
15200100	1999	1	65-69	4559	180990
15200100	1999	1	70-74	3300	180990
15200100	1999	1	75-79	2349	180990
15200100	1999	1	80-84	2194	180990
15200100	1999	1	85	0	180990
15200100	2000	1	0-4	15730	181979
15200100	2000	1	5-9	18721	181979
15200100	2000	1	10-14	18895	181979
15200100	2000	1	15-19	16824	181979
15200100	2000	1	20-24	13452	181979
15200100	2000	1	25-29	13357	181979
15200100	2000	1	30-34	13912	181979
15200100	2000	1	35-39	15270	181979
15200100	2000	1	40-44	12640	181979
15200100	2000	1	45-49	10090	181979
15200100	2000	1	50-54	8145	181979
15200100	2000	1	55-59	6921	181979
15200100	2000	1	60-64	5426	181979
15200100	2000	1	65-69	4627	181979
15200100	2000	1	70-74	3381	181979
15200100	2000	1	75-79	2393	181979
15200100	2000	1	80-84	2195	181979
15200100	2000	1	85	0	181979
15200100	2001	1	0-4	15387	182877
15200100	2001	1	5-9	18102	182877
15200100	2001	1	10-14	18830	182877
15200100	2001	1	15-19	17093	182877
15200100	2001	1	20-24	13837	182877
15200100	2001	1	25-29	13215	182877
15200100	2001	1	30-34	13693	182877
15200100	2001	1	35-39	14922	182877
15200100	2001	1	40-44	13083	182877
15200100	2001	1	45-49	10532	182877
15200100	2001	1	50-54	8483	182877
15200100	2001	1	55-59	7099	182877
15200100	2001	1	60-64	5654	182877
15200100	2001	1	65-69	4691	182877
15200100	2001	1	70-74	3506	182877
15200100	2001	1	75-79	2463	182877
15200100	2001	1	80-84	2287	182877
15200100	2001	1	85	0	182877
15200100	2002	1	0-4	15046	183764
15200100	2002	1	5-9	17485	183764
15200100	2002	1	10-14	18767	183764
15200100	2002	1	15-19	17358	183764
15200100	2002	1	20-24	14219	183764
15200100	2002	1	25-29	13072	183764
15200100	2002	1	30-34	13472	183764
15200100	2002	1	35-39	14574	183764
15200100	2002	1	40-44	13524	183764
15200100	2002	1	45-49	10982	183764
15200100	2002	1	50-54	8822	183764
15200100	2002	1	55-59	7281	183764
15200100	2002	1	60-64	5865	183764
15200100	2002	1	65-69	4757	183764
15200100	2002	1	70-74	3629	183764
15200100	2002	1	75-79	2531	183764
15200100	2002	1	80-84	2380	183764
15200100	2002	1	85	0	183764
15200100	2003	1	0-4	14707	184689
15200100	2003	1	5-9	16868	184689
15200100	2003	1	10-14	18704	184689
15200100	2003	1	15-19	17635	184689
15200100	2003	1	20-24	14608	184689
15200100	2003	1	25-29	12926	184689
15200100	2003	1	30-34	13254	184689
15200100	2003	1	35-39	14227	184689
15200100	2003	1	40-44	13967	184689
15200100	2003	1	45-49	11423	184689
15200100	2003	1	50-54	9162	184689
15200100	2003	1	55-59	7462	184689
15200100	2003	1	60-64	6088	184689
15200100	2003	1	65-69	4829	184689
15200100	2003	1	70-74	3757	184689
15200100	2003	1	75-79	2596	184689
15200100	2003	1	80-84	2476	184689
15200100	2003	1	85	0	184689
15200100	2004	1	0-4	14367	185575
15200100	2004	1	5-9	16255	185575
15200100	2004	1	10-14	18631	185575
15200100	2004	1	15-19	17904	185575
15200100	2004	1	20-24	14987	185575
15200100	2004	1	25-29	12787	185575
15200100	2004	1	30-34	13038	185575
15200100	2004	1	35-39	13882	185575
15200100	2004	1	40-44	14409	185575
15200100	2004	1	45-49	11869	185575
15200100	2004	1	50-54	9496	185575
15200100	2004	1	55-59	7643	185575
15200100	2004	1	60-64	6301	185575
15200100	2004	1	65-69	4893	185575
15200100	2004	1	70-74	3883	185575
15200100	2004	1	75-79	2662	185575
15200100	2004	1	80-84	2568	185575
15200100	2004	1	85	0	185575
15200100	2005	1	0-4	14030	186479
15200100	2005	1	5-9	15634	186479
15200100	2005	1	10-14	18570	186479
15200100	2005	1	15-19	18172	186479
15200100	2005	1	20-24	15371	186479
15200100	2005	1	25-29	12638	186479
15200100	2005	1	30-34	12820	186479
15200100	2005	1	35-39	13537	186479
15200100	2005	1	40-44	14847	186479
15200100	2005	1	45-49	12316	186479
15200100	2005	1	50-54	9837	186479
15200100	2005	1	55-59	7823	186479
15200100	2005	1	60-64	6527	186479
15200100	2005	1	65-69	4961	186479
15200100	2005	1	70-74	4006	186479
15200100	2005	1	75-79	2728	186479
15200100	2005	1	80-84	2662	186479
15200100	2005	1	85	0	186479
15200100	2006	1	0-4	14009	187174
15200100	2006	1	5-9	15298	187174
15200100	2006	1	10-14	17956	187174
15200100	2006	1	15-19	18118	187174
15200100	2006	1	20-24	15609	187174
15200100	2006	1	25-29	12990	187174
15200100	2006	1	30-34	12691	187174
15200100	2006	1	35-39	13314	187174
15200100	2006	1	40-44	14505	187174
15200100	2006	1	45-49	12737	187174
15200100	2006	1	50-54	10263	187174
15200100	2006	1	55-59	8150	187174
15200100	2006	1	60-64	6702	187174
15200100	2006	1	65-69	5166	187174
15200100	2006	1	70-74	4073	187174
15200100	2006	1	75-79	2836	187174
15200100	2006	1	80-84	2757	187174
15200100	2006	1	85	0	187174
15200100	2007	1	0-4	13996	187828
15200100	2007	1	5-9	14960	187828
15200100	2007	1	10-14	17344	187828
15200100	2007	1	15-19	18059	187828
15200100	2007	1	20-24	15832	187828
15200100	2007	1	25-29	13333	187828
15200100	2007	1	30-34	12553	187828
15200100	2007	1	35-39	13094	187828
15200100	2007	1	40-44	14166	187828
15200100	2007	1	45-49	13157	187828
15200100	2007	1	50-54	10676	187828
15200100	2007	1	55-59	8477	187828
15200100	2007	1	60-64	6878	187828
15200100	2007	1	65-69	5368	187828
15200100	2007	1	70-74	4138	187828
15200100	2007	1	75-79	2940	187828
15200100	2007	1	80-84	2857	187828
15200100	2007	1	85	0	187828
15200100	2008	1	0-4	13806	188225
15200100	2008	1	5-9	14521	188225
15200100	2008	1	10-14	16728	188225
15200100	2008	1	15-19	18006	188225
15200100	2008	1	20-24	16067	188225
15200100	2008	1	25-29	13680	188225
15200100	2008	1	30-34	12420	188225
15200100	2008	1	35-39	12870	188225
15200100	2008	1	40-44	13818	188225
15200100	2008	1	45-49	13574	188225
15200100	2008	1	50-54	11101	188225
15200100	2008	1	55-59	8804	188225
15200100	2008	1	60-64	7054	188225
15200100	2008	1	65-69	5575	188225
15200100	2008	1	70-74	4203	188225
15200100	2008	1	75-79	3044	188225
15200100	2008	1	80-84	2954	188225
15200100	2008	1	85	0	188225
15200100	2009	1	0-4	13777	188846
15200100	2009	1	5-9	14156	188846
15200100	2009	1	10-14	16118	188846
15200100	2009	1	15-19	17935	188846
15200100	2009	1	20-24	16297	188846
15200100	2009	1	25-29	14027	188846
15200100	2009	1	30-34	12295	188846
15200100	2009	1	35-39	12652	188846
15200100	2009	1	40-44	13474	188846
15200100	2009	1	45-49	13988	188846
15200100	2009	1	50-54	11519	188846
15200100	2009	1	55-59	9128	188846
15200100	2009	1	60-64	7224	188846
15200100	2009	1	65-69	5782	188846
15200100	2009	1	70-74	4270	188846
15200100	2009	1	75-79	3151	188846
15200100	2009	1	80-84	3053	188846
15200100	2009	1	85	0	188846
15200100	2010	1	0-4	13753	189489
15200100	2010	1	5-9	13785	189489
15200100	2010	1	10-14	15501	189489
15200100	2010	1	15-19	17892	189489
15200100	2010	1	20-24	16526	189489
15200100	2010	1	25-29	14371	189489
15200100	2010	1	30-34	12159	189489
15200100	2010	1	35-39	12429	189489
15200100	2010	1	40-44	13126	189489
15200100	2010	1	45-49	14406	189489
15200100	2010	1	50-54	11947	189489
15200100	2010	1	55-59	9459	189489
15200100	2010	1	60-64	7404	189489
15200100	2010	1	65-69	5986	189489
15200100	2010	1	70-74	4337	189489
15200100	2010	1	75-79	3259	189489
15200100	2010	1	80-84	3149	189489
15200100	2010	1	85	0	189489
15200100	2011	1	0-4	13689	189803
15200100	2011	1	5-9	13749	189803
15200100	2011	1	10-14	15123	189803
15200100	2011	1	15-19	17285	189803
15200100	2011	1	20-24	16490	189803
15200100	2011	1	25-29	14549	189803
15200100	2011	1	30-34	12472	189803
15200100	2011	1	35-39	12305	189803
15200100	2011	1	40-44	12905	189803
15200100	2011	1	45-49	14067	189803
15200100	2011	1	50-54	12337	189803
15200100	2011	1	55-59	9853	189803
15200100	2011	1	60-64	7717	189803
15200100	2011	1	65-69	6152	189803
15200100	2011	1	70-74	4519	189803
15200100	2011	1	75-79	3317	189803
15200100	2011	1	80-84	3274	189803
15200100	2011	1	85	0	189803
15200100	2012	1	0-4	13631	190156
15200100	2012	1	5-9	13718	190156
15200100	2012	1	10-14	14752	190156
15200100	2012	1	15-19	16681	190156
15200100	2012	1	20-24	16442	190156
15200100	2012	1	25-29	14733	190156
15200100	2012	1	30-34	12794	190156
15200100	2012	1	35-39	12187	190156
15200100	2012	1	40-44	12686	190156
15200100	2012	1	45-49	13722	190156
15200100	2012	1	50-54	12738	190156
15200100	2012	1	55-59	10247	190156
15200100	2012	1	60-64	8031	190156
15200100	2012	1	65-69	6318	190156
15200100	2012	1	70-74	4702	190156
15200100	2012	1	75-79	3378	190156
15200100	2012	1	80-84	3396	190156
15200100	2012	1	85	0	190156
15200100	1998	2	0-4	16193	177988
15200100	1998	2	5-9	17954	177988
15200100	1998	2	10-14	17221	177988
15200100	1998	2	15-19	15574	177988
15200100	1998	2	20-24	13765	177988
15200100	1998	2	25-29	13438	177988
15200100	1998	2	30-34	14234	177988
15200100	1998	2	35-39	13768	177988
15200100	1998	2	40-44	11209	177988
15200100	1998	2	45-49	9105	177988
15200100	1998	2	50-54	8042	177988
15200100	1998	2	55-59	6766	177988
15200100	1998	2	60-64	5916	177988
15200100	1998	2	65-69	5183	177988
15200100	1998	2	70-74	3886	177988
15200100	1998	2	75-79	2897	177988
15200100	1998	2	80-84	2837	177988
15200100	1998	2	85	0	177988
15200100	1999	2	0-4	15751	179315
15200100	1999	2	5-9	17915	179315
15200100	1999	2	10-14	17525	179315
15200100	1999	2	15-19	15834	179315
15200100	1999	2	20-24	13396	179315
15200100	1999	2	25-29	13264	179315
15200100	1999	2	30-34	13962	179315
15200100	1999	2	35-39	14150	179315
15200100	1999	2	40-44	11659	179315
15200100	1999	2	45-49	9384	179315
15200100	1999	2	50-54	8213	179315
15200100	1999	2	55-59	6982	179315
15200100	1999	2	60-64	6033	179315
15200100	1999	2	65-69	5293	179315
15200100	1999	2	70-74	4015	179315
15200100	1999	2	75-79	2984	179315
15200100	1999	2	80-84	2955	179315
15200100	1999	2	85	0	179315
15200100	2000	2	0-4	15313	180636
15200100	2000	2	5-9	17873	180636
15200100	2000	2	10-14	17825	180636
15200100	2000	2	15-19	16086	180636
15200100	2000	2	20-24	13023	180636
15200100	2000	2	25-29	13088	180636
15200100	2000	2	30-34	13692	180636
15200100	2000	2	35-39	14530	180636
15200100	2000	2	40-44	12108	180636
15200100	2000	2	45-49	9666	180636
15200100	2000	2	50-54	8391	180636
15200100	2000	2	55-59	7198	180636
15200100	2000	2	60-64	6154	180636
15200100	2000	2	65-69	5403	180636
15200100	2000	2	70-74	4144	180636
15200100	2000	2	75-79	3075	180636
15200100	2000	2	80-84	3067	180636
15200100	2000	2	85	0	180636
15200100	2001	2	0-4	14957	181706
15200100	2001	2	5-9	17334	181706
15200100	2001	2	10-14	17781	181706
15200100	2001	2	15-19	16273	181706
15200100	2001	2	20-24	13372	181706
15200100	2001	2	25-29	12970	181706
15200100	2001	2	30-34	13514	181706
15200100	2001	2	35-39	14308	181706
15200100	2001	2	40-44	12519	181706
15200100	2001	2	45-49	10124	181706
15200100	2001	2	50-54	8635	181706
15200100	2001	2	55-59	7415	181706
15200100	2001	2	60-64	6331	181706
15200100	2001	2	65-69	5493	181706
15200100	2001	2	70-74	4304	181706
15200100	2001	2	75-79	3172	181706
15200100	2001	2	80-84	3204	181706
15200100	2001	2	85	0	181706
15200100	2002	2	0-4	14602	182777
15200100	2002	2	5-9	16799	182777
15200100	2002	2	10-14	17739	182777
15200100	2002	2	15-19	16459	182777
15200100	2002	2	20-24	13722	182777
15200100	2002	2	25-29	12852	182777
15200100	2002	2	30-34	13331	182777
15200100	2002	2	35-39	14079	182777
15200100	2002	2	40-44	12937	182777
15200100	2002	2	45-49	10578	182777
15200100	2002	2	50-54	8879	182777
15200100	2002	2	55-59	7638	182777
15200100	2002	2	60-64	6507	182777
15200100	2002	2	65-69	5585	182777
15200100	2002	2	70-74	4464	182777
15200100	2002	2	75-79	3267	182777
15200100	2002	2	80-84	3339	182777
15200100	2002	2	85	0	182777
15200100	2003	2	0-4	14242	183852
15200100	2003	2	5-9	16267	183852
15200100	2003	2	10-14	17695	183852
15200100	2003	2	15-19	16644	183852
15200100	2003	2	20-24	14063	183852
15200100	2003	2	25-29	12726	183852
15200100	2003	2	30-34	13151	183852
15200100	2003	2	35-39	13861	183852
15200100	2003	2	40-44	13353	183852
15200100	2003	2	45-49	11036	183852
15200100	2003	2	50-54	9123	183852
15200100	2003	2	55-59	7859	183852
15200100	2003	2	60-64	6683	183852
15200100	2003	2	65-69	5683	183852
15200100	2003	2	70-74	4624	183852
15200100	2003	2	75-79	3368	183852
15200100	2003	2	80-84	3474	183852
15200100	2003	2	85	0	183852
15200100	2004	2	0-4	13884	184922
15200100	2004	2	5-9	15733	184922
15200100	2004	2	10-14	17657	184922
15200100	2004	2	15-19	16824	184922
15200100	2004	2	20-24	14414	184922
15200100	2004	2	25-29	12610	184922
15200100	2004	2	30-34	12972	184922
15200100	2004	2	35-39	13642	184922
15200100	2004	2	40-44	13770	184922
15200100	2004	2	45-49	11494	184922
15200100	2004	2	50-54	9365	184922
15200100	2004	2	55-59	8072	184922
15200100	2004	2	60-64	6863	184922
15200100	2004	2	65-69	5769	184922
15200100	2004	2	70-74	4779	184922
15200100	2004	2	75-79	3464	184922
15200100	2004	2	80-84	3610	184922
15200100	2004	2	85	0	184922
15200100	2005	2	0-4	13529	185997
15200100	2005	2	5-9	15193	185997
15200100	2005	2	10-14	17612	185997
15200100	2005	2	15-19	17011	185997
15200100	2005	2	20-24	14756	185997
15200100	2005	2	25-29	12486	185997
15200100	2005	2	30-34	12796	185997
15200100	2005	2	35-39	13419	185997
15200100	2005	2	40-44	14183	185997
15200100	2005	2	45-49	11949	185997
15200100	2005	2	50-54	9610	185997
15200100	2005	2	55-59	8296	185997
15200100	2005	2	60-64	7045	185997
15200100	2005	2	65-69	5864	185997
15200100	2005	2	70-74	4945	185997
15200100	2005	2	75-79	3560	185997
15200100	2005	2	80-84	3743	185997
15200100	2005	2	85	0	185997
15200100	2006	2	0-4	13510	186912
15200100	2006	2	5-9	14836	186912
15200100	2006	2	10-14	17083	186912
15200100	2006	2	15-19	16977	186912
15200100	2006	2	20-24	14916	186912
15200100	2006	2	25-29	12812	186912
15200100	2006	2	30-34	12676	186912
15200100	2006	2	35-39	13236	186912
15200100	2006	2	40-44	13961	186912
15200100	2006	2	45-49	12354	186912
15200100	2006	2	50-54	10062	186912
15200100	2006	2	55-59	8541	186912
15200100	2006	2	60-64	7264	186912
15200100	2006	2	65-69	6035	186912
15200100	2006	2	70-74	5040	186912
15200100	2006	2	75-79	3709	186912
15200100	2006	2	80-84	3900	186912
15200100	2006	2	85	0	186912
15200100	2007	2	0-4	13498	187819
15200100	2007	2	5-9	14475	187819
15200100	2007	2	10-14	16550	187819
15200100	2007	2	15-19	16944	187819
15200100	2007	2	20-24	15078	187819
15200100	2007	2	25-29	13137	187819
15200100	2007	2	30-34	12560	187819
15200100	2007	2	35-39	13061	187819
15200100	2007	2	40-44	13737	187819
15200100	2007	2	45-49	12757	187819
15200100	2007	2	50-54	10505	187819
15200100	2007	2	55-59	8780	187819
15200100	2007	2	60-64	7476	187819
15200100	2007	2	65-69	6216	187819
15200100	2007	2	70-74	5137	187819
15200100	2007	2	75-79	3850	187819
15200100	2007	2	80-84	4058	187819
15200100	2007	2	85	0	187819
15200100	2008	2	0-4	13312	188479
15200100	2008	2	5-9	14027	188479
15200100	2008	2	10-14	16017	188479
15200100	2008	2	15-19	16908	188479
15200100	2008	2	20-24	15240	188479
15200100	2008	2	25-29	13460	188479
15200100	2008	2	30-34	12448	188479
15200100	2008	2	35-39	12880	188479
15200100	2008	2	40-44	13520	188479
15200100	2008	2	45-49	13161	188479
15200100	2008	2	50-54	10953	188479
15200100	2008	2	55-59	9032	188479
15200100	2008	2	60-64	7699	188479
15200100	2008	2	65-69	6392	188479
15200100	2008	2	70-74	5219	188479
15200100	2008	2	75-79	3997	188479
15200100	2008	2	80-84	4214	188479
15200100	2008	2	85	0	188479
15200100	2009	2	0-4	13286	189347
15200100	2009	2	5-9	13635	189347
15200100	2009	2	10-14	15486	189347
15200100	2009	2	15-19	16873	189347
15200100	2009	2	20-24	15404	189347
15200100	2009	2	25-29	13788	189347
15200100	2009	2	30-34	12330	189347
15200100	2009	2	35-39	12704	189347
15200100	2009	2	40-44	13295	189347
15200100	2009	2	45-49	13561	189347
15200100	2009	2	50-54	11402	189347
15200100	2009	2	55-59	9269	189347
15200100	2009	2	60-64	7916	189347
15200100	2009	2	65-69	6568	189347
15200100	2009	2	70-74	5317	189347
15200100	2009	2	75-79	4143	189347
15200100	2009	2	80-84	4370	189347
15200100	2009	2	85	0	189347
15200100	2010	2	0-4	13262	190220
15200100	2010	2	5-9	13249	190220
15200100	2010	2	10-14	14953	190220
15200100	2010	2	15-19	16840	190220
15200100	2010	2	20-24	15559	190220
15200100	2010	2	25-29	14116	190220
15200100	2010	2	30-34	12216	190220
15200100	2010	2	35-39	12523	190220
15200100	2010	2	40-44	13073	190220
15200100	2010	2	45-49	13963	190220
15200100	2010	2	50-54	11841	190220
15200100	2010	2	55-59	9517	190220
15200100	2010	2	60-64	8138	190220
15200100	2010	2	65-69	6742	190220
15200100	2010	2	70-74	5414	190220
15200100	2010	2	75-79	4289	190220
15200100	2010	2	80-84	4525	190220
15200100	2010	2	85	0	190220
15200100	2011	2	0-4	13202	190904
15200100	2011	2	5-9	13216	190904
15200100	2011	2	10-14	14564	190904
15200100	2011	2	15-19	16331	190904
15200100	2011	2	20-24	15547	190904
15200100	2011	2	25-29	14247	190904
15200100	2011	2	30-34	12525	190904
15200100	2011	2	35-39	12411	190904
15200100	2011	2	40-44	12898	190904
15200100	2011	2	45-49	13746	190904
15200100	2011	2	50-54	12240	190904
15200100	2011	2	55-59	9951	190904
15200100	2011	2	60-64	8381	190904
15200100	2011	2	65-69	6952	190904
15200100	2011	2	70-74	5579	190904
15200100	2011	2	75-79	4377	190904
15200100	2011	2	80-84	4737	190904
15200100	2011	2	85	0	190904
15200100	2012	2	0-4	13142	191564
15200100	2012	2	5-9	13188	191564
15200100	2012	2	10-14	14173	191564
15200100	2012	2	15-19	15812	191564
15200100	2012	2	20-24	15521	191564
15200100	2012	2	25-29	14376	191564
15200100	2012	2	30-34	12842	191564
15200100	2012	2	35-39	12298	191564
15200100	2012	2	40-44	12719	191564
15200100	2012	2	45-49	13520	191564
15200100	2012	2	50-54	12628	191564
15200100	2012	2	55-59	10386	191564
15200100	2012	2	60-64	8627	191564
15200100	2012	2	65-69	7168	191564
15200100	2012	2	70-74	5750	191564
15200100	2012	2	75-79	4468	191564
15200100	2012	2	80-84	4946	191564
15200100	2012	2	85	0	191564
17000100	1983	1	0-4	69117	597656
17000100	1983	1	5-9	70652	597656
17000100	1983	1	10-14	66719	597656
17000100	1983	1	15-19	64019	597656
17000100	1983	1	20-24	64948	597656
17000100	1983	1	25-29	53983	597656
17000100	1983	1	30-34	44525	597656
17000100	1983	1	35-39	36947	597656
17000100	1983	1	40-44	29391	597656
17000100	1983	1	45-49	23368	597656
17000100	1983	1	50-54	20418	597656
17000100	1983	1	55-59	15632	597656
17000100	1983	1	60-64	12217	597656
17000100	1983	1	65-69	8162	597656
17000100	1983	1	70-74	5893	597656
17000100	1983	1	75-79	3560	597656
17000100	1983	1	80-84	4954	597656
17000100	1983	1	85	3151	597656
17000100	1984	1	0-4	70815	620553
17000100	1984	1	5-9	71970	620553
17000100	1984	1	10-14	67572	620553
17000100	1984	1	15-19	65812	620553
17000100	1984	1	20-24	68265	620553
17000100	1984	1	25-29	56914	620553
17000100	1984	1	30-34	46832	620553
17000100	1984	1	35-39	38826	620553
17000100	1984	1	40-44	30514	620553
17000100	1984	1	45-49	24379	620553
17000100	1984	1	50-54	21399	620553
17000100	1984	1	55-59	16503	620553
17000100	1984	1	60-64	12812	620553
17000100	1984	1	65-69	8626	620553
17000100	1984	1	70-74	6206	620553
17000100	1984	1	75-79	3846	620553
17000100	1984	1	80-84	5601	620553
17000100	1984	1	85	3661	620553
17000100	1985	1	0-4	73067	651759
17000100	1985	1	5-9	73706	651759
17000100	1985	1	10-14	68689	651759
17000100	1985	1	15-19	68198	651759
17000100	1985	1	20-24	72794	651759
17000100	1985	1	25-29	60931	651759
17000100	1985	1	30-34	49986	651759
17000100	1985	1	35-39	41392	651759
17000100	1985	1	40-44	32027	651759
17000100	1985	1	45-49	25747	651759
17000100	1985	1	50-54	22733	651759
17000100	1985	1	55-59	17700	651759
17000100	1985	1	60-64	13623	651759
17000100	1985	1	65-69	9264	651759
17000100	1985	1	70-74	6636	651759
17000100	1985	1	75-79	4249	651759
17000100	1985	1	80-84	6574	651759
17000100	1985	1	85	4443	651759
17000100	1986	1	0-4	73417	661353
17000100	1986	1	5-9	74075	661353
17000100	1986	1	10-14	69621	661353
17000100	1986	1	15-19	68476	661353
17000100	1986	1	20-24	73285	661353
17000100	1986	1	25-29	62313	661353
17000100	1986	1	30-34	51692	661353
17000100	1986	1	35-39	42514	661353
17000100	1986	1	40-44	33012	661353
17000100	1986	1	45-49	26358	661353
17000100	1986	1	50-54	23200	661353
17000100	1986	1	55-59	18011	661353
17000100	1986	1	60-64	14057	661353
17000100	1986	1	65-69	9562	661353
17000100	1986	1	70-74	6829	661353
17000100	1986	1	75-79	4363	661353
17000100	1986	1	80-84	6389	661353
17000100	1986	1	85	4179	661353
17000100	1987	1	0-4	73917	675399
17000100	1987	1	5-9	74600	675399
17000100	1987	1	10-14	70962	675399
17000100	1987	1	15-19	68871	675399
17000100	1987	1	20-24	73986	675399
17000100	1987	1	25-29	64323	675399
